authorDisplayName,textDisplay,likeCount,publishedAt
@jurray8404,"at the end, he picked up his samsung phone to give the the verdict",1,2024-10-25T19:51:38Z
@jojobizarre8262,Top 10 worst thumbnails,1,2024-10-15T20:40:33Z
@spaceracco,I can't wait for a 3d design software specially tailored to take full advantage of this platform!,0,2024-10-15T01:42:08Z
@jamLubWil,"if one use the computer in USB  wire  and a screen  and see thought. 
connected  to a cheap cell smartphone.  the  two can cost about 400 cad as package.",0,2024-10-03T07:27:23Z
@Calvin-610,Another waste of time Apple.,1,2024-10-02T05:11:16Z
@chodak.black14,This is so sick if it was more affordable everyone would be getting this for Christmas 💀💀💀💀,0,2024-09-26T17:35:44Z
@damngoodboy,"So it actually doesn't do anything, compared to your Mac. Use your own eyes, end of story",1,2024-09-25T11:25:14Z
@HoYinLau-b8o,Me can't scuba dive and still watching,0,2024-09-25T06:04:13Z
@evans.ampoma888,Pls do video Pico 4 ultra,0,2024-09-24T10:52:56Z
@Michael-zi8lz,Spatial is the 5th dimension :),0,2024-09-23T02:48:35Z
@We_only_love_here,Who remembers the PS vita Home Screen lmfao Apple aint slick,0,2024-09-22T14:30:14Z
@A.R.77,An amazingly good device for the disabled.  Imagine walking down miles of trails with such fidelity.  Being able to move with your eyes and slight movements.,0,2024-09-21T18:49:44Z
@0Imtheslime0,"Once they get this down to regular everyday glasses (That Google tried and failed with Google Glass), im in..",0,2024-09-21T08:54:38Z
@thatdude6045,It's still very ugly. Waiting for a fix to that,0,2024-09-21T01:59:23Z
@octapc,"To buy this VR, you have to have more money than brains.  Buying this is the epitome of the Apple Fanboi cult.",0,2024-09-20T12:48:46Z
@Ibarakify,IFR eye tracking is not a 'new' technology. It's not even proprietary to Apple. Open source protocols for IFR tracking on headsets have existed for years.,0,2024-09-19T21:58:34Z
@leeartlee915,I’ve never been less interested in owning a product.,0,2024-09-18T09:18:13Z
@deedcomicsanime2964,Even thro I prefer apple ! But but but never in right mind I will buy this for 4K € 👺👺👺,2,2024-09-17T08:19:04Z
@beeyoch,"wolfgang gartner, deadmau5, Mord Fustang, Daft Punk, Porter Robinson, Madeon, bro has playlists and music taste exactly as mine. haha",1,2024-09-16T15:35:29Z
@FlyWithMe_666,Would be great to get an update at some point — still using it and for what (work? travel? entertainment?) or already forgotten in daily life?,2,2024-09-15T07:41:45Z
@carries6427,"I wonder if, 7 months later, you are still using this device in any meaningful way?",2,2024-09-14T20:11:42Z
@AlienLeadership,"AVP 👽
Yeah/ well time / but / yeah it is an arrovation// /",0,2024-09-14T13:57:18Z
@bakingpaper45,you should make guided meditation,0,2024-09-12T18:43:27Z
@DavidWestcott-o5b,One set of googles ...here😅,0,2024-09-11T12:27:03Z
@AlmightySe7en77,Basically advanced vr headset ... not yet entering holo tech,1,2024-09-10T22:36:25Z
@nnp1795,"I see far more widespread potential in the following form: Just have OLED screens in wafer thin light weight plastic with cameras and sensors on the front end, then move all the rest of the hardware off and into a pocket brick or neck band and ideally just have port for external battery and instead of any processing hardware, have it plug into the latest iPhone pro version or iPad Pro to use its hardware - that way it gets more affordable and into more hands and locks more people into a virtual ecosystem while reducing your overheads in research and development, and remove speakers and require people to have AirPods - win for Apple and win for more and more people to be able to have this and have it be lightweight - incrementally upgrade the front piece",0,2024-09-10T18:45:20Z
@joshuacopeland1693,35:33 Product placement.,0,2024-09-10T18:34:02Z
@joshuacopeland1693,Mrwhostheboss talks about you a lot in his videos. This is my first time watching one of your videos. I expected you to have background music; the dead air is something to get used to.,0,2024-09-10T18:00:22Z
@cedric91133,Will be great for work when there's Teams/Zoom integrations,1,2024-09-10T15:19:42Z
@promisemwanjiwiri2307,Oh well,0,2024-09-09T21:57:35Z
@WalkerLouise-j4u,Anderson Gary White Robert Taylor Jeffrey,0,2024-09-08T17:19:57Z
@maszkalman3676,Yeah for sure this thing doesn't worth 3-4k dollars....,0,2024-09-03T19:30:53Z
@Henry-r9f3q,If they call it virtual reality they gotta pay terrence howard for the patent😂,0,2024-09-02T16:15:19Z
@HondaMonkeyMan,Who is Steve Jhobz? You mentioned him and a theatre. Are we meant to know who this is?,0,2024-09-02T15:18:09Z
@Parmie,6000 aud i almost fell off my chair,0,2024-09-01T13:48:23Z
@OBr1aNNN,"If this gonna be affortable one day - everyone gonna be sitting in huge a*s cozy chief chairs or just lay in bed while watching a 4k movie/series in awesome quality, surf/ Shop around in the internet, not ki**ing their back and neck anymore, i would love that for these uses:))",1,2024-09-01T11:43:06Z
@luv33ev,you are a great speaker Marques! I love watching your videos.  You have a natural energy in your voice which I find is uncommon in tech videos for some reason. I don't care much for tech items but I love watching your videos.,0,2024-08-31T00:56:40Z
@softwarephil1709,Expensive device with few applications other than games and novelty.,0,2024-08-28T18:36:49Z
@softwarephil1709,Can you take that battery bank on an airplane?,1,2024-08-28T18:33:12Z
@rkop737,I feel like this is crap.,0,2024-08-24T08:36:03Z
@BoostBl1P,The moon environment reminds me so much of that video game Detective: Become Human. The detective had augmented reality glasses that could do many similar things.,0,2024-08-23T22:33:33Z
@kylelore1122,They don’t want you to call it VR because it seems more like AR (Augmented Reality) since it seems more about integrating virtual reality into the real world,0,2024-08-21T07:20:15Z
@vladmescer,You curious and joking why device have shitty battery? Are that not obvious?,0,2024-08-20T09:18:11Z
@JoshJamrockOfficial,Humans can actually built things like this? Humans are incredible animals. 😅 More advanced.,0,2024-08-18T17:40:56Z
@adriaan_mol,col,0,2024-08-18T14:26:24Z
@vadha1,some issues it has. The battery cable should have been made to attach and unattached from the battery itself so you can carry multiple batteries with one cable. No ability to really immerse with AirPods Max headsets.,0,2024-08-17T19:14:59Z
@marcusbunce3406,"it'll be firmware redundant in a couple years knowing APPLE,, costing another £1,000 next version,, ha ha so sad
oooh a glowing Apple and a minuet to boot,, omg 2hrs ,, lol",0,2024-08-17T17:05:05Z
@user-vn6ki6gs8w,32:21 these are literally cyberpunk 2077's holocalls,0,2024-08-16T16:20:42Z
@Jace-v5l,I've been saving for it and I'm down to $200,0,2024-08-15T10:27:28Z
@Sniper_gowing,Hi I’m a tech YouTuber I’m buying a thing from Apple that cost 1 months wages and to add insult to injury I won’t ever use it again in 3 months,0,2024-08-12T23:01:16Z
@YamiNoDaisuke,imagine buying this just to watch some adult videos,1,2024-08-12T05:03:56Z
@edrodriguez4822,😂who the h wants to wear that thing,0,2024-08-11T12:41:05Z
@Manar546,"""Hey, MKBHD here. So I tried being white for a week. Here are my thoughts.""",0,2024-08-09T18:47:11Z
@Y2H-r1y,I’m expecting apple to somehow smack a mini air conditioner in there😂,0,2024-08-09T01:55:12Z
@RustamLifts,"The new Apple Vision Pro is now released to the UK and 4 new countries. 
In UK:  £3,499 In France and Germany: €3,999 In Canada: $4,999 In Australia: $5,999",0,2024-08-08T14:49:09Z
@Mikelaxo,I'm sure someone seeing you work on your laptop in public while the laptop is off and you're wearing a toaster on your face is less awkward than them just seeing you edit a video of yourself,0,2024-08-07T04:59:05Z
@hyuseinyashar9137,How he has 26m views?????,1,2024-08-05T20:34:25Z
@sekandijames3881,"Not only has the gadget proved awesome, but the video too catches attention, you got it bro. Great and exceptional video",0,2024-08-05T14:44:14Z
@subhamckt,Using it will lead to myopia,0,2024-08-02T03:02:50Z
@anthonyward159,What do you do with old products you don’t use ? Do you sell or ??? I’m asking because my wife and daughter really want one of these but I can’t afford one so if ever want sell it please reach out to me,0,2024-08-01T14:43:15Z
@TaiTheRai,I can’t wait to here him say scratches at level 1,0,2024-08-01T02:51:27Z
@ErolindMustafa,damn,0,2024-07-30T15:21:56Z
@EclipseNoxOwO,8:04 I love aphantasia :p,0,2024-07-29T18:46:27Z
@dundada7316,Who’s the f gonna wear that all days and everyday 😂,0,2024-07-29T02:04:22Z
@miguelangel-go7xj,"Using an old Gear VR to watch Youtube and Netflix, i paid $4dlls. for it.",0,2024-07-28T21:34:22Z
@venkatprasad1102,"For a moment if we keep aside all the flaws as its still the first generation of the product , its really futuristically impressive just when the first Iphone was launched back in 2007 and it  created the future of interacting with  the software , we could touch our music , our videos , our photos  
and now after 17 years Vision Pro is definitely the future for the next decade as its augments our everyday apps with real world physics . This is something we should all appreciate for the Vision Pro team. I definitely look forward for the truly amazing capabilities and all new possibilities with this product . It does really gives you wings and i hope it will become better.",2,2024-07-28T07:23:24Z
@Bobishardware,Who’s also watching this on an Apple Vision Pro,0,2024-07-27T17:16:00Z
@blaster-h9b,deadmau5 and daft punk. 👏,0,2024-07-27T13:34:57Z
@matin1204,I have watched about ten different videos on this topic and I confirm that yours is the best mate.❤🎉,0,2024-07-25T18:35:59Z
@TonyDenada,"Welcome to the matrix. Next stop - we implant the tech INSIDE your head (Neuralink, Synchro, etc). Nevermind all the EMF exposure overload on your brain and all the rest. We gameify existance, playing computer game while we are in a bigger computer game (so called reality).",0,2024-07-25T12:34:19Z
@thenicklinn,Can't afford it i will just go around and watch reviews :D,1,2024-07-24T04:38:13Z
@A7T0M,11:58 imagine asking siri at what speed the ball is going,0,2024-07-24T04:06:38Z
@LaurenDobbs-x5v,"Enjoyed learning about this with you. I am a bit clueless about up-to-date tech, but it's fascinating stuff. Have a great night! God Bless!",0,2024-07-22T04:41:41Z
@christopherharper6229,No VR gaming!,0,2024-07-21T19:44:30Z
@roberttaggart5757,Bro in 10 years time it will be contact lenses in five years time it will be sunglasses. Damn things are like ski goggles.,0,2024-07-20T23:28:10Z
@DebashishDey-r5z,Can we be able to see a live shoot at a different location with this?,0,2024-07-20T11:15:50Z
@maxtannchen9797,Imagine playing Detroit Become Human POV on this one.,1,2024-07-19T17:14:38Z
@maxtannchen9797,Loneliness' best friend.,0,2024-07-18T20:17:07Z
@MrTunney3,👍,0,2024-07-17T08:13:12Z
@EmbraceSculpture,"Someone I know recommend I purchase an Apple product, a mac.... computer. I was impressed with the compact, sqaure maybe 6x6 box, so I purchased.   My short story is I absolutely, positively despise, don't like, not impressed with Apple products. 😊",0,2024-07-15T23:45:58Z
@QiaBraham,Can we play games on this?,0,2024-07-15T23:35:54Z
@Dadeezy,He low key looks like Kamaru Usman in the thumbnail 😂💀,0,2024-07-15T17:52:56Z
@lisameakin1,"Just ordered mine and can’t wait for the release in the UK on 24.07.24.  Can someone tell me though please, I have ordered the PS wireless controller but I do not have a PlayStation so do I need a PlayStation console to use the controller? Or can I use the controller on its own with the Vision Pro?",0,2024-07-15T13:22:07Z
@teddybear3151,bros a cutie,0,2024-07-14T18:03:27Z
@lisadefries6718,Too expensive for me plus would need zeiss lens inserts so added cost. All looks rather heavy. Anyway fun for some no doubt. My son had a vr headset about 8 years ago was fun but made me feel a bit giddy probably due to fact I wear reading glasses etc,0,2024-07-14T12:55:05Z
@kobaltstaub287,Sorry if I missed it but does it have something to adjust to your eye sight like prescription glasses ? cause I'm guessing you just can't wear glasses in there right,0,2024-07-14T01:07:05Z
@barbaranota6640,It’s giving black mirror 😯,0,2024-07-13T22:44:25Z
@YuktiBelwal,I already regret buying airpod max,0,2024-07-13T12:58:32Z
@bengtvillner,You have good focus and presence when you present the products. Many people just babble facts and then they are happy with it. You make it interesting. Thank you for that.🙏,0,2024-07-13T11:54:47Z
@DaniilNikiforov-y3n,"It’s a great piece of tech, but I wonder the issues continued use will have on the brain and eyes. I’m sure, knowing Apple’s predilection with profit, this hasn’t been considered or at least some “sponsored” “scientific” research was conducted.",0,2024-07-12T15:24:15Z
@ronasanz166,"probably in the next few years, you can see the person you are calling virtually like you are inside his room or office.",0,2024-07-12T15:06:08Z
@Openetwork2,"This thing sucks, can't believe people buy this capitalist corporate greed filled thing of a product",0,2024-07-10T15:17:20Z
@LBMust,"I have one and also have Quest/PSVR2. The AVP is amazing, use it everyday. Stopped using the Quest as it looks like a toy now. This is just the beginning!!",0,2024-07-09T17:34:57Z
@DeeCoconut,Not me making face gestures and moving my head when he was doing the scan😭,1,2024-07-08T09:00:50Z
@theemeel,Bro present the Vision Pro but on video he is use the SAMSUNG oh GOD :D,0,2024-07-06T08:56:00Z
@AussieGirlChats,Yes nah. I prefer my vr Quest 3 and I have my iPhone and I get messages on it anyways / there’s no 360* videos or games - ewe the strap gives me weird feels .. thanks for the advice tho but I’ll keep that money saved for something else 😂,0,2024-07-06T05:53:17Z
@Avalanchanime,Myopia will go crazy on the next decades x.x,0,2024-07-05T20:11:22Z
@leepride7978,"I was going to get a new M2 MacBook Pro to replace my M1 but this video has solidified my choice. I watch Netflix and all other TV services and YouTube on my MacBook, so that won’t matter. I’m wondering how Logic Pro will look. I can’t wait!",0,2024-07-05T00:12:51Z
@Sub2Novi,I’am still thinking if i schould cap this.,0,2024-07-03T17:27:38Z
@JunyuVR,"Hi , here friend , VR device accessories.",0,2024-07-02T10:07:57Z
@Sauwza,No focus on vr gaming 👎 not worth it,0,2024-07-01T10:00:47Z
@DystopianBeats,"How can the screen within the virtual space be 4k when the entire display you're seeing through is 4k? That's like watching 4k YouTube video without full screening it and claiming it's still 4k, it's not.",0,2024-06-30T12:17:55Z
@CharlesIsabirye,Fair enough!,0,2024-06-29T20:22:33Z
@jamman8678,"Hellow American people, I am a poor child in Africa no food, skinny , with flies on my eye lids, if you buy me this 👆🦾. God will bless you. thank you American people of Apple. 3600 pounds 4000 dollars.",0,2024-06-28T17:48:08Z
@Time364,What an amazing review!,0,2024-06-28T15:00:03Z
@2wheels0limits,"this was the most dizzing video I saw from you, please this is a hard pass",0,2024-06-28T14:42:36Z
@BenedekKo,23:18 ‘cause they wouldn’t question someone from the future!?,0,2024-06-27T18:50:50Z
@techeepeach1197,Awesome detailed review! Thank you!,0,2024-06-27T06:53:24Z
@patrickjones2843,Apple Vision Pro Designer: How do I look sir? Me: Like a giant fricking nerd!,0,2024-06-26T10:40:56Z
@BSWINGx37,I have the game everyone wants.   It will send vr to new heights.  Interested?,0,2024-06-25T00:39:26Z
@renderpeach,"My only gripe with VR is once I've had a good go on everything, I don't feel there is much replay value.",0,2024-06-24T14:03:28Z
@shem4941,"Ever wonder how much God would charge for a fully functional body at human standards, you would be in debt for the rest of eternity.",0,2024-06-24T04:01:12Z
@adrianlynnministries,"Interesting how Katt Williams showed the receipts of him inventing the original technology behind the early models used by many top brands. Unfortunately, you have to keep your patent up or people will steal your idea.",0,2024-06-22T13:12:39Z
@rawrpwn,Quest 3 better,0,2024-06-21T23:49:45Z
@rocklar3,"Can they add IR cameras, so I can go walk around in the dark?",0,2024-06-21T18:59:39Z
@marjololldashi2244,Nah bro I would be broke if I would buy this.,0,2024-06-20T13:55:11Z
@parkplaceninja,ooga booga,1,2024-06-20T13:08:13Z
@onzeeotherside3848,"I first listened to this on work, like a podcast and imagined the features based on Marques' description, and though I'm amazed watching it now how it really turned out, many things are still not quite as good or realistic as I imagined this.
For example the training space for the keynotes, I mean yes, it is authentic somehow, but I would find it much better, if there where actual people sitting there, listening, coughing, sneezing and whispering, so I had the real deal :D 
And I didn't thought, that the surrounding will be captures like a 3D space, at least that's how it looked, and that's a little bit weird. Thought that the apps will be seen like literally in the reality, not just the scanned image of that.
But maybe that's critique on a unnecessarily high level.",0,2024-06-19T19:12:40Z
@10xscom,"""literally""",0,2024-06-19T14:52:35Z
@haditjandradjaja8403,AVATAR LOOKS SO CREEPY 😅😅😅,0,2024-06-18T19:51:19Z
@hoyayneeyee,Just a question that popped up in my head. What will the experience be like in the midst of other people using Vision Pro around you at the same time? Will there be frequency interference and disturbances? What is the offline experience like?,0,2024-06-18T08:44:58Z
@curiousgiraffe9172,"okay, what about pr0n",0,2024-06-17T15:58:38Z
@Stellar14y,I’ll buy it for sure but after 5 years when there will be Apple Vision Pro 5 with more advanced features and less bugs and hopefully price would go down this Vision Pro is like I phone 8 for Vision Pro with pros and cons and everything needs upgrading,0,2024-06-17T14:15:03Z
@Stellar14y,I appreciate how apple is making or to say trying to make it like we see in  si-fi  movies,0,2024-06-17T14:11:13Z
@luananeder,"The persona thing is what I like the least of this whole product.  
I do not want AT ALL to have a copy of the real me in VR. The way Facebook and others do it, letting you create your own character, is way better.
The fact that my vr persona has to look exactly like I do irl is in fact a complete turn off, and even if they fixed all other problems the vision pro has I would never even consider getting it if they didn’t let you build your own persona the way you want. I hate how I look irl, if I’m putting a vr headset I want my character to at the very least have an appearance I like.",0,2024-06-16T01:10:42Z
@thoopsy,The personas are really hard for me to judge as somebody with really bad face recognition. I agree! It looks like somebody. The person? I'm not sure.,0,2024-06-14T05:12:40Z
@rustem1404,Marques needs to reconsider his grip (of the table tennis racquet),0,2024-06-13T16:24:34Z
@cancerix1700,"4:36 this battery seems to be 3 cells 3166mAh each, so its effectively higher voltage than most powerbanks (11.1V vs 3.7V) so it isn't that small.",0,2024-06-12T19:45:32Z
@fierymoonstar60,8:20 aphantasia,0,2024-06-11T21:58:54Z
@coreytallows1702,"My friend was saying Apple vision was Apples biggest failure after seeing this I disagree 
Great review man",0,2024-06-11T15:56:19Z
@emel3925,That “persona” feature feels like body dysmorphia simulator 💀 Definitely an uncanny valley version of you 😆,0,2024-06-06T08:32:32Z
@TheAdot8808,Cant believe how amazing the views are and the clarity. Definitely worth every penny.  Had to get the 1tb so I can record and download high quality 3d movies,4,2024-06-05T21:34:37Z
@unmanned_mission,horrendous,0,2024-06-05T13:31:50Z
@lawanbrown16,He’s underselling the shit out of the immersive experience. Knocking out the peripherals is extremely important to the whole experience. The 3D photos and videos are insane. This equipment is going to change the way we watch entertainment.,2,2024-06-04T15:05:02Z
@BibiTheLinkBuilder,seems so unhealthy for your eyes,0,2024-06-04T09:04:10Z
@fkmondayz,IDC what haters say. This is a technological marvel.  Don't say apple cant innovate.  You know you're only lying to yourself if you do.,1,2024-06-04T06:05:18Z
@fayelitzinger9824,I can't help but think this will be really cool....  in like 25 years,1,2024-06-03T19:30:11Z
@NylonStrings83,"disapointed with the price i thought apple wouldhave priced it $49,999 if they can charge a stupid 4 gb series 0 watch for 10k and a stupid band worth 7 dollars for 7000 why not price it 49,999.00 taxes extra",1,2024-06-03T11:22:59Z
@abe4666,your persona looks like Damian Lillard,0,2024-06-02T18:46:38Z
@Gonefishing1913,Great review! Doesn’t seem like it’s worth the money for the average yearly wage though. I’m sure it will get better and cheaper.,0,2024-06-02T15:46:21Z
@janNowa,"23:08 I'm ngl and I mean this in the nicest way possible, if I was on an airplane and my seatmate had on a VR headset and was clicking on a laptop with a blacked out screen I would have way more questions than if I saw them just editing a video of their own face",0,2024-06-02T10:34:29Z
@brenscott5416,"You know what the biggest problem with the vision pro is? Its a $4k phone that you strap to your face. Theres really nothing that it offers that i couldnt get from my phone and the $250 quest 2. That might change later, but for this price it should have something totally unique, and the most unique thing is its passthrough being top notch, but that means nothing because my cheap quest 2 can also create an enviroment and uses passthrough to create the boundary or move from my chair to my dedicated area for doing vr. Yes it is neat, but its gotta be more than neat, especially when cheaper products can replicate a lot of its features. Also that battery life is fucking pathetic, 2-4 hours? When my quest 2 casually gets 4 hours and gets a hell of a lot more with a battery pack, again all for less than 10% of the cost, i cant really say its justifed at all. If this thing was maybe $1k i could bring myself to be more reasonable, but really its got nothing the others dont have besides great passthrough, the worst battery life of the lot, and basically no fun games or anything that are bespoke to it. At least something like resident evil 4 vr, fucking any kind of game really would aleviate the problem. Instead its got actual phone games.",0,2024-06-01T22:39:24Z
@TM-yn3zr,This video was really well done. Bravo!,0,2024-06-01T13:28:20Z
@davegott8412,"Crap. Mine started losing its linkage to battery after a few hours use .,utter crap",0,2024-06-01T10:52:10Z
@Aogami20,I feel like this is the first step towards people completely dissociating and not being able to tell what's reality and what isn't,0,2024-06-01T02:42:28Z
@Имитатор-2014,If you play on a head set wile it's plugged the battery will fry so the power of death inseatd of unlimited life power I know cuz I have and oculos meda queast vr head set,0,2024-05-31T03:06:51Z
@SoupySoupSoup,"When you do the persona setup, it asks you to smile and raise your eyebrows, but it doesn't ask you to frown or look sad. Genuine question: can your persona look sad? If you're having a genuine emotional conversation over facetime in the headset, and you're sad, what happens to your persona's face? Can the other person tell? If you cried while wearing the headset, would it 1: confuse the persona softwear, or 2: physically break the headset because of the water?",0,2024-05-31T00:37:24Z
@prism560,great! now all i need is a stat screen and some slave girls and ill be able to live all my fav isekai anime ever,0,2024-05-30T03:57:43Z
@SerwanMonstar,Why anyone would pay $3500 for this is beyond me.,0,2024-05-28T16:34:28Z
@fntthesmth423,"Not quite as good as the Eddy Burback video, but pretty great! Definitely the best tech-adjacent coverage of this i've seen",0,2024-05-27T22:53:04Z
@rinima858,I bought a VR headset during COVID and very quickly I have came to the conclusion that this thing will never catch on. Once the novelty wore off I felt like I have strapped a brick to my face.,0,2024-05-27T19:53:12Z
@vert2552,"Pros and cons:
Pros:
Has some cool tech

Cons:
pretty limited and kinda useless
in price of a car",0,2024-05-27T14:08:10Z
@NakoYamaSan,Why is it lagging????,0,2024-05-26T11:17:36Z
@Ash-vt7uu,Can believe this video from 3 months ago got so many views,0,2024-05-24T14:59:49Z
@Upwardsonly,The weight seems pretty light considering how much tech is in that thing.,0,2024-05-24T14:40:26Z
@akshayagarwal3423,Came here after watching Mrwhosetheboss review. I realise why you’re the go to tech guy for every one I know,1,2024-05-24T14:17:17Z
@TheSophisticatedMexican,"Adobe Products? One good reason I could think of spending 4,000 dollars on spatial computing would be for productivity, imagine editing videos, editing photos, I could see myself easily editing many videos quickly, the thing I like is how you could put up the Macbook, but i diffidently sense that there would be a learning curve for something like this. I would to try this out.",0,2024-05-23T23:51:04Z
@zestylem0n,Just imagine rich people using this and creating an AI filter that deletes poor people from their vision.,1,2024-05-23T19:01:00Z
@ardeet,Useful and comprehensive review Marques 👍 I’m not intending to buy one however now I have a real feel for the device.,0,2024-05-20T23:00:53Z
@mejiger,crap,0,2024-05-20T22:26:11Z
@jrr6795,Gonna be awkward to hear people playing porn on that thing.,0,2024-05-18T21:53:23Z
@DYNAMiC-u4i,"If you hold an item in your hand, does it show up to the other people?",1,2024-05-15T11:15:24Z
@marcoprins4880,Why on God's earth would you have a Windows desktop background on a Macbook?,0,2024-05-15T10:29:23Z
@assatashakur2709,Best reviewer on yt hands down,1,2024-05-14T04:10:45Z
@TheMertolumert,After watching this video i became like used it,0,2024-05-13T19:41:53Z
@crude420,"15:00 ""If it is a URL that you can say it out loud."" lmao.",0,2024-05-12T06:37:27Z
@ETz-RYANH.,Severely impressed 👍🏽,0,2024-05-12T05:16:24Z
@Jamesthor,"I am in IT. Absolutely nobody is talking about this device.  The consensus is that it’s worthless, nobody would buy it even the geeks I work with., So, I’m going to say this is a complete fail?",1,2024-05-11T20:40:26Z
@jadenshiver,1 step closer to the “oasis” ready player one,0,2024-05-11T01:34:09Z
@juelz9225,We have come a long way since the Virtual Boy,0,2024-05-10T22:10:35Z
@Baleur,35:00 doesnt this have big security concerns if someone scans someone elses face and uses as their persona?,1,2024-05-10T13:34:47Z
@Baleur,"18:00 you know what this makes u realize? Strangely off-topic, maybe not.
What happens when 90% of the population wears this (or contact lens versions in the future), and everything they interact with is virtual?
Buttons on doors, car controls, screens, even just a virtual phone rather than a physical device.
This means, you could quite literally have a form of Goa'Uld from Stargate SG1 (in terms of their seemingly primitive egyptian architecture), where your entire environment, houses, streets, all look very ""primitive"" like flat stone slabs with no apparent technology at all. And to an outside observer, it would just be a flat stone room. But to someone connected, it'd be everything, every app, every feature, every gadget, only visible and interactible to them..

That gray flat concrete wall you're looking at, could be hiding an enormous control center to whoever is connected to the AR.
Now extrapolate to interstellar civilizations.

Why would you have any buttons or anything physical in your spaceships, or windows, or anything?
What would their cities look like, when everyone is connected virtually, and no physical requirements exist for buttons, LED signs, lights, anything.
Would it just be extremely simple ""primitive"" flat shapes and surfaces, seemingly devoid of anything, to an outside observer?

When over half of your entire existance and everything you interact with, ceases to be physical, how does that mold your environmental requirements?
Both amazing, and dystopian.
And extremely easy to keep hidden.",1,2024-05-10T13:13:39Z
@Lunapho,What if you have all netflix and everything on the mac?,0,2024-05-09T20:32:24Z
@GongUs-BBU,Didn't apple make a commercial about this very thing? 1984 vibes.,0,2024-05-09T19:22:25Z
@TTH247,"It's not ""VR"" in the traditional sense because most of the product's experiences aren't closed off from the real-world. ""AR"" (augmented reality) or ""MR"" (mixed reality) would be better labels.",1,2024-05-07T13:34:02Z
@DecodedVision,Im gonna watch this video 100 times so that this gets embedded in my subconscious mind and then I can dream about buying or using it.,0,2024-05-07T13:05:15Z
@Andrew-sx4re,Oculus had games for the headset 10 years ago.,0,2024-05-07T06:16:48Z
@Lucy-fn9rj,I feel weird about glasses shooting sensors into my eyeballs,0,2024-05-07T03:31:37Z
@memoryinfo2676,"Professional execution instruments, look at the super heavy hats that the Manchus were keen on, 200 years later, the once ancient civilized country was reduced to a scorched earth of colonization.",0,2024-05-06T09:20:47Z
@memoryinfo2676,专业处刑刑具，看下满清热衷的超重型帽子，区区200年后曾经的文明古国沦为被殖民的焦土。,0,2024-05-06T09:20:29Z
@ripplecpouddev,Awesome!,0,2024-05-06T03:41:19Z
@jeffreycoffman8781,Only seems worth it to an apple fan,3,2024-05-06T01:12:24Z
@obiwankenobi661,"gonna quote @EddyBurback who said:
""if the only portable computer were the apple vision pro, the next step would be to create the smartphone, so you can use your portable computer AND fully experience the world around you""",1,2024-05-05T05:48:45Z
@nak4651,Big whoop....want vs need?  lmao,0,2024-05-05T03:55:08Z
@nicovolker86,This is so pointless 😂😂,2,2024-05-03T23:42:08Z
@adamhojjat8145,"Coolest VR on the market. It is absolutely stunning! Like Black Mirror type tech mixed with Tony Stark’s AR engineering AR tech on Iron Man!

Sony and Meta has nothing on this system!",1,2024-05-03T14:33:59Z
@martinaasandersen3775,"19:30 Yeah, if you could zoom into a some kind of immersive Google Street View type thing and make it look like you're actually there. Maybe even being able to take you along a planned route, so you could preview a route with variable speed.",0,2024-05-03T11:53:08Z
@DinoBroDon,I'm torn - would love to get one but the price is still a bit of a turn off.  I am hoping for updates to the OS and then it'll hopefully grow into a must-have...,0,2024-05-03T07:14:47Z
@TJgettingtactical,"14:57 nah, we was all thinking the same thing.",0,2024-05-03T04:36:04Z
@im-_-dubz,Use these with the Dyson headphone/air purifier for a nice neck work out!,2,2024-05-02T21:07:44Z
@Mikko-Maggie-More,classic apple using buzzwords instead of calling something what it is,1,2024-05-02T19:19:31Z
@FieryCrimson53,The ultimate garbage product by the ultimate garbage company,3,2024-05-02T14:57:03Z
@jordanstark5924,Do you think it's more or less weird that people see you editing yourself or see you typing on a screen that isn't displaying anything lmao,0,2024-05-02T04:14:27Z
@kylekuhn4046,Make cooler,0,2024-05-01T19:36:23Z
@GenaTrius,"Whenever you're wearing an Apple Vision Pro, in the part of the viewmodel where your eyes don't go a filthy scarecrow waves his broomstick arms and does a parody of each unconscious thing you do. When you turn around to look, he's gone behind you. On his face, he's wearing your confused expression, where your eyes don't go.",0,2024-05-01T18:21:54Z
@StellaPoochyena,"the ""Persona"" feature really sucks if you absolutely hate how you look... :c",0,2024-05-01T18:19:19Z
@Frost64,does the Persona have to look like you? the fun of virtual avatars is not having to look like yourself. Is there a way to edit them?,0,2024-05-01T16:48:48Z
@Austin.8150,Need samsung headsets,1,2024-05-01T08:54:49Z
@Floatillyboats,Now you really don’t have to interact with friends and family!,0,2024-05-01T05:52:33Z
@TemiPersonal,"Personas are amazing at a technical level but they look awful, I don't think I could get used to it",0,2024-04-30T12:44:18Z
@deadturret4049,"The personas look like pre-rendered ps3/xbox360 cutscenes, except its in real time.",0,2024-04-30T05:32:04Z
@peach_cobbler,Are you wearing contacts with it?,0,2024-04-30T02:11:16Z
